QUESTION;NLU OUTPUT;BEST FRAME;CERTAINTY SCORE;TEXTUAL RESPONSE;VISUAL RESPONSE
start state;{'user_input': 'start state', 'intent': 'fsa-practical', 'argument': 'state', 'dialogue_act': 'Ta:request', 'frame': {'initialState': '?'}};{'intent': 'fsa-practical', 'argument': 'state', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {'initialState': '?'}};1.0;The initial state is q0.;[{'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q0'}]
what is the transition function;{'user_input': 'what is the transition function', 'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_act': 'Ta:request', 'frame': {'transitions': []}};{'intent': 'fsa-practical', 'argument': 'transition', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {}};0.0;The automaton has 5 transitions: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[{'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q0-q1'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q1-q2'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q2-q3'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q3-q4'}, {'style_name': 'stroke', 'style_value': '#04ed00', 'symbol': 'simbolo-q4-q0'}]
can you provide me some examples of inputs and output;{'user_input': 'can you provide me some examples of inputs and output', 'intent': 'fsa-practical', 'argument': 'language', 'dialogue_act': 'Ta:request', 'frame': {'input': '?', 'output': '?'}};{};0.0;Could you be more specific?;[]
is it an undefined automaton;{'user_input': 'is it an undefined automaton', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'automatonType': 'unknown'}};{'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {}};0.0;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[]
is it a non-deterministic finite state automaton;{'user_input': 'is it a non-deterministic finite state automaton', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'automatonType': 'nonDeterministic'}};{'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {}};0.0;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[]
is it a deterministic finite state automaton;{'user_input': 'is it a deterministic finite state automaton', 'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_act': 'Ta:request', 'frame': {}};{'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {}};1.0;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[]
does it only accept 1s and 0s or other things;{'user_input': 'does it only accept 1s and 0s or other things', 'intent': 'fsa-practical', 'argument': 'pattern', 'dialogue_act': 'Ta:request', 'frame': {'input': 'pattern'}};{};0.0;Could you be more specific?;[]
suggest me some question;{'user_input': 'suggest me some question', 'intent': 'fsa-practical', 'argument': None, 'dialogue_act': 'Ta:request', 'frame': {}};{'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {}};1.0;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[]
what are the paths between nodes;{'user_input': 'what are the paths between nodes', 'intent': 'fsa-practical', 'argument': None, 'dialogue_act': 'Ta:request', 'frame': {'graphicRepresentation': '?', 'input': '?'}};{'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {}};0.0;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[]
thank you to yours replies;{'user_input': 'thank you to yours replies', 'intent': 'fsa-practical', 'argument': None, 'dialogue_act': 'Ta:propositionalQuestion', 'frame': {'answer': 'thank you'}};{'intent': 'fsa-practical', 'argument': 'automaton', 'dialogue_acts_list': ['Ta:request'], 'correctedFrame': {}};0.0;The automaton accepts zero or more words formed by a sequence of the type 11000. In total there are 5 states: q0, q1, q2, q3 e q4. q0 is both the initial and the final state. The transitions are: q0 with value 1 goes to q1, q1 with value 1 goes to q2, q2 with value 0 goes to q3, q3 with value 0 goes to q4, q4 with value 0 goes to q0.;[]
